"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_nfl","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk","positionRank","vor"
"DAVIDWILSON","David Wilson","RB","NYG",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,142.5,NA,8.8956,3.46674367103774,179,-118.028754131981
"HENRYJOSEY","Henry Josey","RB","PHI",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"JEREMIAHJOHNSON","Jeremiah Johnson","RB","DEN",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"JOEBANYARD","Joe Banyard","RB","MIN",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"JORDANLYNCH","Jordan Lynch","RB","CHI",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"JUWANTHOMPSON","Juwan Thompson","RB","DEN",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"KAPRIBIBBS","Kapri Bibbs","RB","DEN",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"KENDALLHUNTER","Kendall Hunter","RB","SFO",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"KERWYNNWILLIAMS","Kerwynn Williams","RB","SDC",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"MATTHEWTUCKER","Matthew Tucker","RB","PHI",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"RAJIONNEAL","Rajion Neal","RB","GBP",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"VICKBALLARD","Vick Ballard","RB","IND",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"ZACHLINE","Zach Line","RB","MIN",494,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,179,-118.028754131981
"BRICEBUTLER","Brice Butler","WR","OAK",512,5.3,NA,NA,NA,NA,NA,5.3,NA,NA,NA,5.3,5.3,NA,NA,NA,NA,190,-118.661467895636
"DAMARISJOHNSON","Damaris Johnson","WR","PHI",513,5.1,NA,NA,NA,NA,NA,2.6,7.6,NA,NA,5.1,5.1,NA,3.53553390593274,NA,2.087630756931,191,-118.861467895636
"JEREMYROSS","Jeremy Ross","WR","DET",514,4.89,NA,NA,NA,NA,NA,NA,NA,NA,4.89,4.89,4.89,NA,NA,NA,NA,192,-119.071467895636
"BRANDONTATE","Brandon Tate","WR","CIN",515,4.47,NA,NA,NA,NA,NA,2.6,NA,NA,6.34,4.47,4.47,NA,2.64457936163769,NA,1.86820050845897,193,-119.491467895636
"DEVINHESTER","Devin Hester","WR","ATL",516,2.435,NA,NA,NA,NA,NA,0.1,NA,NA,4.77,2.435,2.435,NA,3.30218866814118,NA,2.03016092995023,194,-121.526467895636
"BRADSMITH","Brad Smith","WR","PHI",517,0.2,NA,NA,NA,NA,NA,0.2,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,195,-123.761467895636
"SEYIAJIROTUTU","Seyi Ajirotutu","WR","SDC",517,0.2,NA,NA,NA,NA,NA,0.2,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,195,-123.761467895636
"CHRISHARPER","Chris Harper","WR","GBP",519,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,197,-123.961467895636
"COBIHAMILTON","Cobi Hamilton","WR","CIN",519,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,197,-123.961467895636
"JORDANNORWOOD","Jordan Norwood","WR","DEN",519,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,197,-123.961467895636
"KEALOHAPILARES","Kealoha Pilares","WR","CAR",519,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,197,-123.961467895636
"LESTARJEAN","Lestar Jean","WR","MIN",519,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,197,-123.961467895636
"TOBAISPALMER","Tobais Palmer","WR","NOS",519,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,197,-123.961467895636
"ERICPAGE","Eric Page","WR","TBB",525,-0.5,NA,NA,NA,NA,NA,-0.5,NA,NA,NA,-0.5,-0.5,NA,NA,NA,NA,203,-124.461467895636
"MARCMARIANI","Marc Mariani","WR","TEN",526,-1.3,NA,NA,NA,NA,NA,-1.3,NA,NA,NA,-1.3,-1.3,NA,NA,NA,NA,204,-125.261467895636
"JEREMYEBERT","Jeremy Ebert","WR","ATL",527,-1.6,NA,NA,NA,NA,NA,-1.6,NA,NA,NA,-1.6,-1.6,NA,NA,NA,NA,205,-125.561467895636
"TRINDONHOLLIDAY","Trindon Holliday","WR","NYG",528,-2,NA,NA,NA,NA,NA,-2,NA,NA,NA,-2,-2,NA,NA,NA,NA,206,-125.961467895636
"RYANFITZPATRICK","Ryan Fitzpatrick","QB","HOU",529,194.908667095721,240.84,115.52,196.6,NA,NA,208.02,183,188.32,233.74,194.411428571429,194.908667095721,180,41.3918508197654,18.1,8.39500732788321,29,-126.045337212761
"MATTSCHAUB","Matt Schaub","QB","OAK",530,192.279751127759,234.12,165.42,151.1,NA,NA,249.66,244.2,207.98,115.87,195.238571428571,192.279751127759,190.9,51.9123467743373,16.1,9.48279520540872,30,-128.674253180723
"TEDDYBRIDGEWATER","Teddy Bridgewater","QB","MIN",531,162.672857148321,274.34,247.38,120.1,NA,NA,145.5,82.7,163.9,124.67,165.007142857143,162.672857148321,186.5,70.1630574006687,23.7,12.5196653570617,31,-158.281147160161
"CHADHENNE","Chad Henne","QB","JAC",532,159.60624611643,219.74,79.6,147.3,NA,NA,167.54,157.64,173.58,183.29,160.635714285714,159.60624611643,191.2,42.7644542537263,23.2,9.09377437340033,32,-161.347758192052
"MATTCASSEL","Matt Cassel","QB","MIN",533,114.831334011059,49.76,50.54,134.28,NA,NA,109,159.9,173.92,156.52,118.591428571429,114.831334011059,199.8,51.4960734517922,36.6,11.5608812360013,33,-206.122670297423
"MICHAELVICK","Michael Vick","QB","NYJ",534,87.2933124192815,97.48,93.5,163.52,NA,NA,16.1,46.6,169.28,9.97,85.3271428571429,87.2933124192815,224.3,64.9967688207872,38,13.368820886318,34,-233.660691889201
"BLAKEBORTLES","Blake Bortles","QB","JAC",535,70.5585820945778,58.46,168.76,67.26,NA,NA,68.5,76.66,60.96,61.85,80.53,70.5585820945778,234,39.4527333231383,32,9.60001926391837,35,-250.395422213904
"BRIANHOYER","Brian Hoyer","QB","CLE",536,70.0199821841752,46.56,75.38,82.82,NA,NA,24.8,68.06,181.38,NA,79,70.0199821841752,210,54.0645387168583,36.8,11.8979447645198,36,-250.934022124307
"CASEKEENUM","Case Keenum","QB","HOU",537,52.455,NA,NA,NA,NA,NA,1.56,67.58,54.34,NA,41.16,52.455,NA,34.9277024723929,NA,9.81910414434665,37,-268.499004308482
"DEREKCARR","Derek Carr","QB","OAK",538,51.7302007858289,33.54,93.96,NA,NA,NA,40.7,15,32.98,120.54,55.8066666666667,51.7302007858289,NA,41.3660459797646,NA,11.4047824762179,38,-269.223803522653
"MIKEGLENNON","Mike Glennon","QB","TB",539,51.5430648918644,29.04,42.08,49.94,NA,NA,72.22,53.42,52.62,79.28,53.6542857142857,51.5430648918644,246.5,17.1016947085592,42.5,7.93827887992172,39,-269.410939416618
"TOMSAVAGE","Tom Savage","QB","HOU",540,49.3506554912232,53.56,153.66,NA,NA,NA,34.5,NA,NA,30.2,68.13,49.3506554912232,NA,58.0150486224623,NA,15.5052102815323,40,-271.603348817259
"CHARLIEWHITEHURST","Charlie Whitehurst","QB","TEN",541,39.3001582245938,NA,39.7,NA,NA,NA,34.5,109.3,NA,20.42,50.23,39.3001582245938,NA,39.7239004462888,NA,11.0003438830875,41,-281.653846083888
"THADLEWIS","Thad Lewis","QB","BUF",542,36.62,27.08,75.52,NA,NA,NA,NA,NA,NA,18.96,40.52,36.62,NA,30.5815892327394,NA,8.74871428644506,42,-284.334004308482
"KIRKCOUSINS","Kirk Cousins","QB","WAS",543,36.3949103425472,44.84,28.76,48.34,NA,NA,18.9,33.46,54.62,21.6,35.6171428571429,36.3949103425472,NA,13.7565250318669,NA,4.60492486217486,43,-284.559093965935
"JASONCAMPBELL","Jason Campbell","QB","CIN",544,34.7521002846147,NA,8.04,NA,NA,NA,86.86,16.92,24.62,NA,33.9433333333333,34.7521002846147,NA,35.8132359144865,NA,10.0371992474842,44,-286.201904023867
"SHAUNHILL","Shaun Hill","QB","STL",545,33.7043924591983,37.46,31,48.44,NA,NA,-1.16,2.16,30.94,NA,24.64,33.7043924591983,NA,19.9085696790771,NA,6.12009159452085,45,-287.249611849284
"CHRISTIANPONDER","Christian Ponder","QB","MIN",546,31.73,NA,NA,NA,NA,NA,16.4,NA,47.06,NA,31.73,31.73,NA,21.6798939111795,NA,6.55634518216299,46,-289.224004308482
"KELLENCLEMENS","Kellen Clemens","QB","SDC",547,31.08,NA,NA,NA,NA,NA,31.08,NA,NA,NA,31.08,31.08,NA,NA,NA,NA,47,-289.874004308482
"MATTMCGLOIN","Matt McGloin","QB","OAK",548,29.44,NA,NA,NA,NA,NA,14.8,NA,44.08,NA,29.44,29.44,NA,20.7040865531421,NA,6.31601681478886,48,-291.514004308482
"BRANDONWEEDEN","Brandon Weeden","QB","DAL",549,27.4809159831091,23.08,6.32,NA,NA,NA,58,13.24,NA,NA,24.8266666666667,27.4809159831091,NA,22.9479410841147,NA,6.86864832715853,49,-293.473088325373
"MATTFLYNN","Matt Flynn","QB","GB",550,26.24,25.48,NA,NA,NA,NA,62.74,2.16,NA,NA,29.7933333333333,26.24,NA,30.5561406812662,NA,8.74244664685698,50,-294.714004308482
"JOSHFREEMAN","Josh Freeman","QB","NYG",551,25.28,25.28,NA,NA,NA,NA,NA,NA,NA,NA,25.28,25.28,NA,NA,NA,NA,51,-295.674004308482
"TERRELLEPRYOR","Terrelle Pryor","QB","SEA",552,24.09,NA,NA,NA,NA,NA,1.44,NA,46.74,NA,24.09,24.09,NA,32.0319371877506,NA,9.10591568821896,52,-296.864004308482
"BLAINEGABBERT","Blaine Gabbert","QB","SF",553,24.03,NA,NA,NA,NA,NA,0.16,NA,47.9,NA,24.03,24.03,NA,33.7572777338458,NA,9.53084410589495,53,-296.924004308482
"KYLEORTON","Kyle Orton","QB",NA,554,21.66,NA,NA,NA,NA,NA,NA,NA,21.66,NA,21.66,21.66,NA,NA,NA,NA,54,-299.294004308482
"JIMMYCLAUSEN","Jimmy Clausen","QB","CHI",555,21.62,NA,NA,NA,NA,NA,NA,NA,NA,21.62,21.62,21.62,NA,NA,NA,NA,55,-299.334004308482
"ZACHMETTENBERGER","Zach Mettenberger","QB","TEN",556,21.14,42.94,NA,NA,NA,NA,NA,NA,22.14,NA,21.6933333333333,21.14,NA,14.7078210486802,NA,4.83921641237392,56,-299.814004308482
"JORDANPALMER","Jordan Palmer","QB","CHI",557,20.59,25.46,23.2,NA,NA,NA,14.5,NA,NA,NA,21.0533333333333,20.59,NA,5.78675499164543,NA,2.64207655370761,57,-300.364004308482
"TARVARISJACKSON","Tarvaris Jackson","QB","SEA",558,19.48,NA,NA,NA,NA,NA,19.48,NA,NA,NA,19.48,19.48,NA,NA,NA,NA,58,-301.474004308482
"MARKSANCHEZ","Mark Sanchez","QB","PHI",559,18.479722397666,24.18,9.54,12.72,NA,NA,7.2,8.76,49.56,NA,18.66,18.479722397666,NA,16.3283802013549,NA,5.2383385671595,59,-302.474281910816
"AJMCCARRON","A.J. McCarron","QB","CIN",560,13.39,NA,NA,NA,NA,NA,NA,NA,26.78,NA,13.39,13.39,NA,NA,NA,NA,60,-307.564004308482
"CHASEDANIEL","Chase Daniel","QB","KC",561,12.09,NA,NA,NA,NA,NA,-1.24,14.76,NA,18.56,10.6266666666667,12.09,NA,10.5077748992512,NA,3.80480093510352,61,-308.864004308482
"TYRODTAYLOR","Tyrod Taylor","QB","BAL",562,12.06,NA,NA,NA,NA,NA,12.06,NA,NA,NA,12.06,12.06,NA,NA,NA,NA,62,-308.894004308482
"THADDEUSLEWIS","Thaddeus Lewis","QB","BUF",563,8.57,NA,NA,NA,NA,NA,6.24,10.9,NA,NA,8.57,8.57,NA,3.29511760032931,NA,2.02841942004172,63,-312.384004308482
"MATTMOORE","Matt Moore","QB","MIA",564,8.17,23.98,NA,NA,NA,NA,3.48,2.64,NA,NA,9.36666666666667,8.17,NA,12.0854678574449,NA,4.19336571660192,64,-312.784004308482
"DREWSTANTON","Drew Stanton","QB","ARI",565,6.82,NA,NA,NA,NA,NA,3.46,1.68,NA,21.02,8.62,6.82,NA,10.6892282228419,NA,3.84949047413392,65,-314.134004308482
"BRUCEGRADKOWSKI","Bruce Gradkowski","QB","PIT",566,5.98,NA,NA,NA,NA,NA,0.24,7.4,NA,18.8,8.64666666666667,5.98,NA,9.36037036304298,NA,3.52221046616179,66,-314.974004308482
"BROCKOSWEILER","Brock Osweiler","QB","DEN",567,5.04,NA,NA,NA,NA,NA,6.52,3.56,NA,NA,5.04,5.04,NA,2.09303607231218,NA,1.73236273559533,67,-315.914004308482
"MATTHASSELBECK","Matt Hasselbeck","QB","IND",568,4.36,NA,NA,NA,NA,NA,6.92,1.8,NA,NA,4.36,4.36,NA,3.62038671967512,NA,2.1085288758331,68,-316.594004308482
"DEREKANDERSON","Derek Anderson","QB","CAR",569,3.28,26.86,NA,NA,NA,NA,0.58,1.24,NA,NA,9.56,3.28,NA,14.9858733479234,NA,4.9076969936806,69,-317.674004308482
"SCOTTTOLZIEN","Scott Tolzien","QB","GBP",570,0.82,NA,NA,NA,NA,NA,0.82,NA,NA,NA,0.82,0.82,NA,NA,NA,NA,70,-320.134004308482
"TJYATES","T.J. Yates","QB","ATL",571,0.72,NA,NA,NA,NA,NA,0.359999999999999,1.08,NA,NA,0.72,0.72,NA,0.509116882454315,NA,1.3422645160895,71,-320.234004308482
"RYANMALLETT","Ryan Mallett","QB","NE",572,0.48,NA,NA,NA,NA,NA,0.28,0.68,NA,NA,0.48,0.48,NA,0.282842712474619,NA,1.28653619901724,72,-320.474004308482
"JEFFTUEL","Jeff Tuel","QB","BUF",573,0.16,NA,NA,NA,NA,NA,0.16,NA,NA,NA,0.16,0.16,NA,NA,NA,NA,73,-320.794004308482
"MATTBARKLEY","Matt Barkley","QB","PHI",573,0.16,NA,NA,NA,NA,NA,0.16,NA,NA,NA,0.16,0.16,NA,NA,NA,NA,73,-320.794004308482
"COLTMCCOY","Colt McCoy","QB","WAS",575,0.08,NA,NA,NA,NA,NA,0.08,NA,NA,NA,0.08,0.08,NA,NA,NA,NA,75,-320.874004308482
"DANORLOVSKY","Dan Orlovsky","QB","DET",576,0.04,NA,NA,NA,NA,NA,0.04,NA,NA,NA,0.04,0.04,NA,NA,NA,NA,76,-320.914004308482
"AARONMURRAY","Aaron Murray","QB","KCC",577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,77,-320.954004308482
"AUSTINDAVIS","Austin Davis","QB","STL",577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,77,-320.954004308482
"BRADSORENSEN","Brad Sorensen","QB","SDC",577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,77,-320.954004308482
"DAVIDFALES","David Fales","QB","CHI",577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,77,-320.954004308482
"DUSTINVAUGHAN","Dustin Vaughan","QB","DAL",577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,77,-320.954004308482
"JIMMYGAROPPOLO","Jimmy Garoppolo","QB","NEP",577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,77,-320.954004308482
"JOEWEBB","Joe Webb","QB","CAR",577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,77,-320.954004308482
"KELLENMOORE","Kellen Moore","QB","DET",577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,77,-320.954004308482
"LANDRYJONES","Landry Jones","QB","PIT",577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,77,-320.954004308482
"LUKEMCCOWN","Luke McCown","QB","NOS",577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,77,-320.954004308482
"MCLEODBETHELTHOMPSON","McLeod Bethel-Thompson","QB","SFO",577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,77,-320.954004308482
"MIKEKAFKA","Mike Kafka","QB","TBB",577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,77,-320.954004308482
"SEANRENFREE","Sean Renfree","QB","ATL",577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,77,-320.954004308482
"ZACDYSERT","Zac Dysert","QB","DEN",577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,77,-320.954004308482
"CURTISPAINTER","Curtis Painter","QB","NYG",591,-1.16,NA,NA,NA,NA,NA,-1.16,NA,NA,NA,-1.16,-1.16,NA,NA,NA,NA,91,-322.114004308482
"RYANLINDLEY","Ryan Lindley","QB","ARI",592,-1.22,NA,NA,NA,NA,NA,-1.22,NA,NA,NA,-1.22,-1.22,NA,NA,NA,NA,92,-322.174004308482
"RYANNASSIB","Ryan Nassib","QB","NYG",593,-1.32,NA,NA,NA,NA,NA,-1.32,NA,NA,NA,-1.32,-1.32,NA,NA,NA,NA,93,-322.274004308482
"MATTSIMMS","Matt Simms","QB","NYJ",594,-2.22,NA,NA,NA,NA,NA,-2.22,NA,NA,NA,-2.22,-2.22,NA,NA,NA,NA,94,-323.174004308482
