"name","player","pos","team","overallRank","projections","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_nfl","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","pick","sdPts","sdPick","risk","positionRank","vor"
"BRANDINCOOKS","Brandin Cooks","WR","NO",115,112.26374349526,121.5,126.3,91.8,NA,NA,106.1,87.7,150.6,114.09,114.200857142857,112.26374349526,97.6129623458847,21.5794923590939,17.1304,5.8545342686389,42,-11.6977244003762
"MIKEEVANS","Mike Evans","WR","TB",116,111.939360276775,117.5,122,102.2,NA,NA,100,86.6,126.6,115.2,109.871428571429,111.939360276775,101.289620126624,14.2082638596263,11.6065,4.37304570990434,43,-12.0221076188613
"DEANDREHOPKINS","DeAndre Hopkins","WR","HOU",117,110.225181450066,100.2,101.2,121,NA,NA,112.2,105.7,130.7,118.8,112.611428571429,110.225181450066,119.45,11.3117511591139,12.0391,4.06129386454416,44,-13.7362864455697
"DARRENSPROLES","Darren Sproles","RB","PHI",118,104.150626362486,118,95.9,101.4,NA,NA,108.5,95.6,134,89.1,105.617142857143,104.150626362486,99.8377040986338,15.5518181451253,12.8978,4.67262358801295,42,-13.8781277694943
"KELVINBENJAMIN","Kelvin Benjamin","WR","CAR",119,110.075185567312,117.8,120.5,93.1,NA,NA,109.1,108.4,110,116.5,110.697142857143,110.075185567312,111.581189603466,9.11184472462708,17.6217,4.3702580412126,45,-13.8862823283241
"ANTONIOGATES","Antonio Gates","TE","SD",120,91.8152128959128,91.7,106.8,84.4,NA,NA,89.7,100.2,100.6,79.2,92.9714285714286,91.8152128959128,145.25,9.80352220475109,7.85,3.44044116901934,17,-13.9599262083645
"GREGJENNINGS","Greg Jennings","WR","MIN",121,107.832441658069,87.1,98.5,99.2,NA,NA,131.3,98.7,120,119.8,107.725714285714,107.832441658069,121.3,15.8998951778515,20.3,5.48435792145752,46,-16.1290262375671
"ANDYDALTON","Andy Dalton","QB","CIN",122,304.741993454142,321.26,313.22,300.18,NA,NA,305.16,294.6,322.2,298.6,306.777142857143,304.741993454142,130.276923076923,11.1188060338801,15.6478,4.41237179396677,17,-16.2120108543403
"ANQUANBOLDIN","Anquan Boldin","WR","SF",123,106.506577857852,101.5,107.2,122.1,NA,NA,101.8,103.7,125.7,97.18,108.538857142857,106.506577857852,116.09161946018,11.0117192983095,14.613,4.29169947705317,47,-17.4548900377838
"JUSTINHUNTER","Justin Hunter","WR","TEN",124,105.912187206607,112.2,115.4,96.2,NA,NA,91,86,128.3,115.49,106.415142857143,105.912187206607,124,15.4608742745465,15.42715,4.92414956009341,48,-18.0492806890291
"DWAYNEALLEN","Dwayne Allen","TE","IND",125,87.0247594958722,86.5,94.5,59.1,NA,NA,98.9,91.3,93.8,69.3,84.9228571428571,87.0247594958722,153.1,14.8311287821386,16.3,4.93726404675212,18,-18.7503796084051
"DOUGBALDWIN","Doug Baldwin","WR","SEA",126,105.168435291431,96.4,113.5,84,NA,NA,119.3,95.5,122.2,100.49,104.758,105.168435291431,140.9,14.1201296702531,23.4,5.5871905038411,49,-18.7930326042056
"KENNYSTILLS","Kenny Stills","WR","NO",127,104.872889488901,113.8,103.5,82.7,NA,NA,94.6,105.7,113.9,106.5,103.317142857143,104.872889488901,129.75361512792,11.0896133300275,15.0065,4.34216469029347,50,-19.0885784067354
"CHRISIVORY","Chris Ivory","RB","NYJ",128,98.0499879878183,118.6,77.6,91.8,NA,NA,117.3,91.8,118.5,89.38,100.314285714286,98.0499879878183,129.125,16.9950065495441,24.4629,6.05161652557454,43,-19.9787661441624
"ANDREWILLIAMS","Andre Williams","RB","NYG",129,97.8511039449532,149.6,108.5,64,NA,NA,110.3,65.4,126,89.72,101.408571428571,97.8511039449532,126.7,31.3241799193378,28,8.18355959088821,44,-20.1776501870275
"JARRETTBOYKIN","Jarrett Boykin","WR","GB",130,103.675071825857,115.2,104.1,92,NA,NA,101.6,103.7,109.1,105.5,104.445714285714,103.675071825857,136.935938827528,7.0957398352479,14.6739,3.81579838043068,51,-20.286396069779
"HAKEEMNICKS","Hakeem Nicks","WR","IND",131,103.344574208174,99.4,108.1,100.1,NA,NA,102.8,79,122.5,97.6,101.488571428571,103.344574208174,112.459746751083,12.9995970633525,19.4456,5.03845846405611,52,-20.6168936874617
"KHIRYROBINSON","Khiry Robinson","RB","NO",132,97.355,134,93.5,100.7,NA,NA,62,112.9,118.6,64.12,97.9171428571429,97.355,122.809746751083,27.1224377328335,21.1217,6.95168984167198,45,-20.6737541319807
"ALEXSMITH","Alex Smith","QB","KC",133,299.571678087854,308.96,288.66,255.58,NA,NA,312.04,318.06,319.74,307.52,300.888571428571,299.571678087854,147.9,22.669459211732,18.3,6.11024348947171,18,-21.3823262206283
"DANNYAMENDOLA","Danny Amendola","WR","NE",134,101.949962913463,92.3,89.4,100.7,NA,NA,112.5,117.8,123.9,48.17,97.6968571428572,101.949962913463,129.602631578947,25.3957108302057,15.1478,6.11854232890121,53,-22.0115049821734
"JAREDCOOK","Jared Cook","TE","STL",135,83.0000127477976,77.1,94.2,71.7,NA,NA,87.5,88.4,94.1,80.3,84.4285714285714,83.0000127477976,167.4,8.6239699177848,19.3,4.48450553445388,19,-22.7751263564797
"TAVONAUSTIN","Tavon Austin","WR","STL",136,101.130024631204,88.7,91,88.5,NA,NA,72,118.1,127.8,83.51,99.5677142857143,101.130024631204,119.975174941686,19.8552011897567,15.6304,5.48639338205769,54,-22.8314432644317
"GARRETTGRAHAM","Garrett Graham","TE","HOU",137,82.4998471711001,77.3,85.6,51.8,NA,NA,100.6,79.5,91.2,79.3,80.74,82.4998471711001,163.2,15.1680428470361,20.9,5.45655753684144,20,-23.2752919331772
"JAMESJONES","James Jones","WR","OAK",138,99.350106162952,87.4,89.3,100.3,NA,NA,141.4,107.6,112.1,88.8,103.611428571429,99.350106162952,136.838888888889,19.2073646589754,17.8478,5.6369392942906,55,-24.6113617326841
"CARLOSHYDE","Carlos Hyde","RB","SF",139,92.185,137.2,94.5,78.3,NA,NA,85.4,61.8,125,85.14,94.9057142857143,92.185,126.7,26.6170915372954,18.9391,6.66275184621575,46,-25.8437541319807
"ERICEBRON","Eric Ebron","TE","DET",140,79.75,84.1,96.6,71.6,NA,NA,72,66.5,91,77.7,79.8085714285714,79.75,143.700683105631,11.0712411658486,27.0673,5.59266482512583,21,-26.0251391042773
"MARKUSWHEATON","Markus Wheaton","WR","PIT",141,97.5484083715806,90.4,92.3,90.6,NA,NA,104.5,61.2,116.5,120.29,96.6722857142857,97.5484083715806,129.85,19.8565777754471,13.5652,5.27204933422886,56,-26.4130595240555
"ROBERTWOODS","Robert Woods","WR","BUF",142,96.2747205998784,78.7,100.3,73.6,NA,NA,119.4,94.6,117.7,83.74,95.7108571428572,96.2747205998784,161.5,18.2026434500989,23.5,6.10031197325484,57,-27.6867472957577
"DEVONTAFREEMAN","Devonta Freeman","RB","ATL",143,90.1501324255967,140.1,110.3,57.2,NA,NA,88.5,66.8,109.3,80.9,92.8428571428572,90.1501324255967,123.148892603427,28.6283658865352,17.3304,6.74333026463523,47,-27.8786217063841
"MARKINGRAM","Mark Ingram","RB","NO",144,89.3555347153502,105,70.2,78.8,NA,NA,99.4,69,129.2,102.4,93.1457142857143,89.3555347153502,123.9,21.9087284193396,19.8,6.17237045535834,48,-28.6732194166305
"HARRYDOUGLAS","Harry Douglas","WR","ATL",145,95.075,91.4,115.4,77.7,NA,NA,87.9,101.5,103.4,95.1,95.8085714285714,95.075,160.6,12.1368388447263,26.1,5.62341205705863,58,-28.8864678956361
"TYLEREIFERT","Tyler Eifert","TE","CIN",146,76.475,79.4,63.1,68.5,NA,NA,82.5,77.1,95,67.1,76.2085714285714,76.475,155.9,10.9378547561515,16.2,4.4474461939347,22,-29.3001391042773
"STEVESMITH","Steve Smith","WR","BAL",147,94.6517066073303,88.7,97.4,97.6,NA,NA,91.5,96.7,113.1,90.2,96.12,94.6517066073303,142.983423362593,8.19692160567148,13.0739,3.78520862722498,59,-29.3097612883058
"KENNYBRITT","Kenny Britt","WR","STL",148,94.1246137444024,94.2,95.1,76.5,NA,NA,59.5,85.3,116,113.9,91.4371428571429,94.1246137444024,142.5,20.0403759113113,29.9,6.99138834508748,60,-29.8368541512338
"LEGARRETTEBLOUNT","LeGarrette Blount","RB","PIT",149,87.1001943483197,133.3,NA,64.2,NA,NA,106.3,65.3,101.1,63.75,87.8083333333333,87.1001943483197,137.730672268908,29.0602205199249,17.6978,6.83467234823695,49,-30.928559783661
"CARSONPALMER","Carson Palmer","QB","ARI",150,289.357667373867,318.84,321.68,273.94,NA,NA,274.62,271.7,323.3,258.3,290.491428571429,289.357667373867,140,28.1561452312939,14.5,6.39118408373675,19,-31.5963369346154
"MARCEDESLEWIS","Marcedes Lewis","TE","JAC",151,73.9252681921171,75.3,82.7,48.8,NA,NA,73.9,69,78,78.5,72.2857142857143,73.9252681921171,184.2,11.2085426604634,21.7,5.05206791388371,23,-31.8498709121602
"RODSTREATER","Rod Streater","WR","OAK",152,91.666205223399,106.3,103.1,81.4,NA,NA,86.6,75.5,98.7,93.69,91.9951428571429,91.666205223399,156.4,11.4671877650144,23,5.21895011894271,61,-32.2952626722372
"ANDREWHAWKINS","Andrew Hawkins","WR","CLE",153,90.6595742081744,85.7,91.7,85,NA,NA,82.2,81.3,105.2,90.39,89.2808571428571,90.6595742081744,151.9,8.20321452672235,23.7,4.88972295193291,62,-33.3018936874617
"JERRICHOCOTCHERY","Jerricho Cotchery","WR","CAR",154,90.3746995923222,85.4,88.5,87.9,NA,NA,118.5,73.6,106.5,84.7,91.98,90.3746995923222,164.7,15.1481414858784,24.3,5.80726686004739,63,-33.5867683033139
"MARQISELEE","Marqise Lee","WR","JAC",155,89.1252463807905,90.8,94.8,85.4,NA,NA,94.8,64.5,99.4,99.9,89.5657142857143,89.1252463807905,156.3,12.2778740210262,28.2,5.85890786276646,64,-34.8362215148456
"AARONDOBSON","Aaron Dobson","WR","NE",156,88.8974993148066,90.5,47.7,91.2,NA,NA,98.1,72.5,114.3,94.8,87.02,88.8974993148066,133,21.2680063766705,13.2826,5.41650354379929,65,-35.0639685808295
"SCOTTCHANDLER","Scott Chandler","TE","BUF",157,70.2695945166049,73.6,78.1,55.9,NA,NA,84.1,76.2,64.9,65.8,70.7257142857143,70.2695945166049,228,9.55435577554626,54,8.20338621749877,24,-35.5055445876724
"SHONNGREENE","Shonn Greene","RB","TEN",158,82.3414538478813,NA,62.6,86,NA,NA,69.5,87.7,111.7,99.62,85.72,82.3414538478813,142.2,18.267377115138,23,6.0563481929012,50,-35.6873002840995
"LANCEDUNBAR","Lance Dunbar","RB","DAL",159,82.2753622958247,82.5,70.8,48.6,NA,NA,74.5,98.4,88.9,92.8,79.1457142857143,82.2753622958247,153.3,16.7678263349785,21.7,5.73665671015645,51,-35.753391836156
"NATEWASHINGTON","Nate Washington","WR","TEN",160,87.924459321401,84.3,76.4,72,NA,NA,112.8,69.1,96.3,94.3,86.32,87.924459321401,189.3,15.6440464866412,29.3,6.38768726645761,66,-36.0370085742351
"MARVINJONES","Marvin Jones","WR","CIN",161,87.5502995381657,83.4,93.9,77.1,NA,NA,95,74,81.2,97.21,86.9762857142857,87.5502995381657,132.769668649108,9.32808432331404,27.6869,5.44236488230393,67,-36.4111683574705
"ODELLBECKHAM","Odell Beckham","WR","NYG",162,86.9107411640246,78.4,87.4,84.1,NA,NA,89.5,84.6,89.9,89.3,86.3457142857143,86.9107411640246,143.05,4.15199321038072,12.75,3.25345892028264,68,-37.0507267316115
"TIMOTHYWRIGHT","Timothy Wright","TE","TB",163,68.575,57.4,80.5,NA,NA,NA,NA,NA,65.2,NA,67.7,68.575,NA,11.7511701544995,NA,4.11103264081187,25,-37.2001391042773
"COBYFLEENER","Coby Fleener","TE","IND",164,68.4996638107768,78.1,53.4,73.3,NA,NA,54.5,56.5,82.1,71,67.8085714285714,68.4996638107768,174.2,11.9608289249294,17.8,4.73961161815351,26,-37.2754752935005
"RYANTANNEHILL","Ryan Tannehill","QB","MIA",165,283.520134622419,303.98,310.76,277.78,NA,NA,264.64,278.9,315.82,294.54,290.934285714286,283.520134622419,141.4,19.1086951038376,11.11195,4.92513200727895,20,-37.4338696860629
"MALCOMFLOYD","Malcom Floyd","WR","SD",166,86.1251303285873,84.2,79.6,86.8,NA,NA,86.5,66.5,107.7,91.4,86.1057142857143,86.1251303285873,154.1,12.4185345351213,24.9,5.53345628588409,69,-37.8363375670488
"JONATHANSTEWART","Jonathan Stewart","RB","CAR",167,79.3276039722235,76.7,60,57.6,NA,NA,81.7,94.1,100.8,81.7,78.6914285714286,79.3276039722235,135.683333333333,16.0315165785874,15.1739,4.96811513340891,52,-38.7011501597572
"RONNIEHILLMAN","Ronnie Hillman","RB","DEN",168,79.0525037641804,106,66,48.1,NA,NA,77.3,86.1,85.2,63.8,75.3285714285714,79.0525037641804,166.7,18.7774434083126,28.8,6.72160894905572,53,-38.9762503678003
"ANDREHOLMES","Andre Holmes","WR","OAK",169,84.9179158672744,93.7,84.8,58.3,NA,NA,85.9,69.1,102.4,99.4,84.92,84.9179158672744,162.9,16.0835319504144,23,5.78742219090247,70,-39.0435520283617
"LEVINETOILOLO","Levine Toilolo","TE","ATL",170,66.4499961861209,65.1,67.4,NA,NA,NA,62.5,48.7,78.5,69.2,65.3466666666667,66.4499961861209,192.3,9.77009041241004,23.6,5.07228623207291,27,-39.3251429181564
"TRAVISKELCE","Travis Kelce","TE","KC",171,66.4497413211784,83.1,59.7,48.5,NA,NA,59.5,59.6,72.7,77.7,65.8114285714286,66.4497413211784,162.6,12.2687562919956,21.8,5.19301322866194,28,-39.3253977830989
"JORDANMATTHEWS","Jordan Matthews","WR","PHI",172,84.4000062879248,NA,106.5,69.3,NA,NA,87.9,62.9,103,88.2,86.0366666666667,84.4000062879248,135.378571428571,17.4909119259117,20.0956,5.65904989743439,71,-39.5614616077113
"KNILEDAVIS","Knile Davis","RB","KC",173,78.1749615794897,82.4,76.8,67.3,NA,NA,81.9,67.6,102.8,61.1,76.58,78.1749615794897,160.9,13.8683950388061,19.4,5.14070865485035,54,-39.853792552491
"MILESAUSTIN","Miles Austin","WR","CLE",174,83.4500632122434,74.5,84.7,44.1,NA,NA,129.4,82.5,110.1,79.5,86.2228571428572,83.4500632122434,162.6,27.1025829027419,19.2,6.74963671749547,72,-40.5114046833927
"ROYHELU","Roy Helu","RB","WAS",175,77.4747435809065,79.2,59.6,91.1,NA,NA,83.5,57.3,84.9,68.5,74.4142857142857,77.4747435809065,168.9,13.163676574285,19.4,5.05392726473183,55,-40.5540105510742
"MYCHALRIVERA","Mychal Rivera","TE","OAK",176,63.8747649747735,71.7,75,59.4,NA,NA,39,59.5,70.9,61,62.3228571428571,63.8747649747735,234,12.1409578346544,65,9.66448566239669,29,-41.9003741295038
"JACEAMARO","Jace Amaro","TE","NYJ",177,63.7000668800783,80.4,75.2,55.6,NA,NA,80.8,15.6,62,43.2,58.8342857142857,63.7000668800783,179.4,23.6269418451136,13.7,5.75034634061184,30,-42.075072224199
"ZACHMILLER","Zach Miller","TE","SEA",178,63.2498499400386,72.2,50.1,45,NA,NA,67.2,63.5,75.9,55,61.2057142857143,63.2498499400386,219,11.564559983806,25,5.43868206184075,31,-42.5252891642387
"MIKETOLBERT","Mike Tolbert","RB","CAR",179,74.7902898341844,80.6,64.3,74,NA,NA,85.1,81.4,79.7,63.9,75.6085714285714,74.7902898341844,174.8,8.49347088174485,23.8,4.93585315095738,56,-43.2384642977963
"DEXTERMCCLUSTER","Dexter McCluster","RB","TEN",180,74.6500092690269,103.9,77.8,83.3,NA,NA,38.4,62.4,NA,68.4,71.8166666666667,74.6500092690269,175.7,21.964577543551,19,6.09615142261254,57,-43.3787448629538
"DONNIEAVERY","Donnie Avery","WR","KC",181,80.2900951120427,77.4,73.3,82.4,NA,NA,76.4,70.9,95.6,81.93,79.746,80.2900951120427,189,8.1614211530894,7.2,3.17071145943968,73,-43.6713727835934
"JEREMYKERLEY","Jeremy Kerley","WR","NYJ",182,79.4318267888975,77.4,74.8,75.5,NA,NA,79.9,64.9,80.4,79.27,75.9597142857143,79.4318267888975,188.6,5.35597441225795,12.2,3.34459236414907,74,-44.5296411067387
"CHRISTINEMICHAEL","Christine Michael","RB","SEA",183,73.4452871021261,126.9,92.3,65,NA,NA,54.8,41,114,41.44,76.2057142857143,73.4452871021261,132.452930852931,34.8536059485822,15.8478,7.35592860609412,58,-44.5834670298546
"SAMBRADFORD","Sam Bradford","QB","STL",184,276.281535343662,300.22,318.86,225.94,NA,NA,297.2,253.5,293.7,252.56,277.205714285714,276.281535343662,164.4,33.5006879815638,18.3,7.44403724777289,21,-44.6724689648198
"AHMADBRADSHAW","Ahmad Bradshaw","RB","IND",185,72.6766033338341,80.8,62.2,50.9,NA,NA,94.4,56.2,106.3,88.1,76.4314285714286,72.6766033338341,124.3,20.9435295156148,14.4652,5.49938374999052,59,-45.3521507981467
"BRENTCELEK","Brent Celek","TE","PHI",186,60.25,74.2,58.7,47.5,NA,NA,70.3,61.6,73.2,47.2,61.4485714285714,60.25,NA,11.4256186661713,NA,4.03085364129757,32,-45.5251391042773
"MIKEWILLIAMS","Mike Williams","WR","BUF",187,78.125,71.1,79.6,88.4,NA,NA,68.1,63.3,105,70.5,77.72,78.125,169.6,14.4780293318301,20.1,5.28849048258806,75,-45.8364678956361
"STEPFANTAYLOR","Stepfan Taylor","RB","ARI",188,70.4515844915882,103.2,89.2,40.1,NA,NA,93.7,56.7,72,65,73.7942857142857,70.4515844915882,176.6,22.3783909375178,22,6.45872159182367,60,-47.5771696403925
"JERMAINEGRESHAM","Jermaine Gresham","TE","CIN",189,57.8251661490222,71.1,51.4,50.4,NA,NA,87.5,50.8,69,45.5,59.82,57.8251661490222,210,15.3667854555888,37.7,7.22605746366781,33,-47.9499729552551
"JOEFLACCO","Joe Flacco","QB","BAL",190,272.869715836755,296.22,277.16,264.3,NA,NA,260.1,270.96,284.3,271.42,274.5,272.869715836755,160.2,12.2952588616991,16,4.59382735795337,22,-48.0842884717272
"LANCEMOORE","Lance Moore","WR","PIT",191,75.4246797045536,73.1,80.7,72.2,NA,NA,69.3,94.5,77,66.7,76.02,75.4246797045536,178.7,9.30276456605393,41.7,6.89479604161762,76,-48.5367881910826
"JAMESWHITE","James White","RB","NE",192,68.5225955176931,102.8,68.1,41.9,NA,NA,59.3,55.5,62.2,78.19,66.8128571428571,68.5225955176931,156.3,19.3757166380523,23.8,6.27592931170563,61,-49.5061586142876
"BRANDONBOSTICK","Brandon Bostick","TE","GB",193,56.2499966593179,NA,68.3,45.4,NA,NA,60.5,43,NA,61.7,55.5933333333333,56.2499966593179,196,11.0130377280749,40.5,6.98076008114928,34,-49.5251424449594
"JAMESSTARKS","James Starks","RB","GB",194,68.475,84.6,65.1,65.2,NA,NA,80.6,55.9,96.3,54.78,71.4857142857143,68.475,161.3,15.6656117172676,24.2,5.86060281599608,62,-49.5537541319807
"AUSTINSEFERIANJENKINS","Austin Seferian-Jenkins","TE","RIA",195,55.8500836743858,75.7,37.1,64.5,NA,NA,73.2,23.7,68.9,44,55.37,55.8500836743858,192.1,20.2635140091742,32.5,7.28892987982366,35,-49.9250554298914
"ANDREROBERTS","Andre Roberts","WR","WAS",196,73.6434622994643,71.5,72.2,80.2,NA,NA,53.3,60.2,79.9,84.05,71.7014285714286,73.6434622994643,193.7,11.2773318779627,23.8,5.27866711044788,77,-50.3180055961718
"JONATHANGRIMES","Jonathan Grimes","RB","HOU",197,67.5500256222863,105,75.8,41.5,NA,NA,65.1,64.3,96.5,50.6,70.8228571428571,67.5500256222863,169.3,23.075734523727,40.6,8.47658799345802,63,-50.4787285096944
"MOHAMEDSANU","Mohamed Sanu","WR","CIN",198,73.1311008530759,83.5,84.2,68.9,NA,NA,69.4,66.9,70.7,63.71,72.8391428571429,73.1311008530759,176.6,8.08619134550936,25.6,5.07266646768221,78,-50.8303670425603
"JACQUIZZRODGERS","Jacquizz Rodgers","RB","ATL",199,66.9756006932572,64.7,52.7,49.2,NA,NA,88.9,67.3,79,66.4,66.4857142857143,66.9756006932572,180.9,13.8479154353557,15.8,4.76425256432318,64,-51.0531534387235
"JEFFCUMBERLAND","Jeff Cumberland","TE","NYJ",200,54.3498526377298,64.6,42.7,NA,NA,NA,58,43.3,69,46.7,54.0366666666667,54.3498526377298,NA,11.3913563722675,NA,4.02241529423187,36,-51.4252864665475
"ELIMANNING","Eli Manning","QB","NYG",201,269.3714177218,286.34,278.38,277.18,NA,NA,237.3,265.74,281.86,256.01,268.061428571429,269.3714177218,139.4,17.3455303697962,13.7652,4.98360467347475,23,-51.5825865866822
"BRANDONPETTIGREW","Brandon Pettigrew","TE","DET",202,53.1,61.9,NA,43.7,NA,NA,46.5,51.5,56.1,52.7,51.6833333333333,53.1,197,6.55245501065568,1,2.32858025788766,37,-52.6751391042773
"CHRISGIVENS","Chris Givens","WR","STL",203,71.2838148293277,80.4,48.4,76.2,NA,NA,105.5,69.5,103.7,14.31,71.1791428571428,71.2838148293277,182.3,31.8892886181462,53,10.8499139923917,79,-52.6776530663084
"JERMICHAELFINLEY","Jermichael Finley","TE","FA",204,52.65,59.8,NA,43.3,NA,NA,NA,49.4,58.1,NA,52.65,52.65,159.5,7.72031950979578,5.5,2.93981270519192,38,-53.1251391042773
"BRANDONLAFELL","Brandon LaFell","WR","NE",205,70.4247962884264,77.6,66.4,86.1,NA,NA,64.5,20.9,71.2,64.1,64.3942857142857,70.4247962884264,179.2,20.7674424681198,47.1,8.86749609138335,80,-53.5366716072097
"STEVEJOHNSON","Steve Johnson","WR","SF",206,68.55,81.5,56.1,83,NA,NA,NA,50.6,81.4,NA,69.8,68.55,164.6,15.8068655969487,23.9,5.84683611115576,81,-55.4114678956361
"JERMAINEKEARSE","Jermaine Kearse","WR","SEA",207,68.2603492380851,38.6,59,67.2,NA,NA,72.7,59.7,92,77.3,66.6428571428571,68.2603492380851,178.7,16.765923490109,17.5,5.30016586324596,82,-55.701118657551
"OWENDANIELS","Owen Daniels","TE","BAL",208,50.0498005723114,58.4,49.9,52.1,NA,NA,50.5,34.8,66.2,30.4,48.7628571428572,50.0498005723114,199.5,12.5459156700498,35.6,6.66055785589477,39,-55.7253385319659
"NATEBURLESON","Nate Burleson","WR","CLE",209,67.589095726582,63.4,58.2,64,NA,NA,79.1,75.5,79,49,66.72,67.589095726582,208,11.4452943127192,40.4,7.02360254346344,83,-56.3723721690541
"ANTHONYFASANO","Anthony Fasano","TE","KC",210,49.3000451409079,56.8,45.8,NA,NA,NA,63.2,44.9,45.4,46.2,50.37,49.3000451409079,NA,7.73108444312095,NA,3.12093902472888,40,-56.4750939633694
"EDDIEROYAL","Eddie Royal","WR","SD",211,66.8175560095812,71.2,37,62.4,NA,NA,90.2,56.6,81.9,55.11,65.0077142857143,66.8175560095812,193.3,17.8800278310213,2.1,3.83775314473372,84,-57.143911886055
"DONALDBROWN","Donald Brown","RB","SD",212,60.6755162066706,80.9,55.5,72.4,NA,NA,62.3,50.4,49.9,66.2,62.4457142857143,60.6755162066706,160.1,11.5792096119768,20.9,5.01461660195522,65,-57.3532379253101
"ANDREWQUARLESS","Andrew Quarless","TE","GB",213,47.8000127477976,65.1,38,50.7,NA,NA,58.5,24.7,80.1,20.2,48.1628571428571,47.8000127477976,135,21.8168458285051,0,4.10441782571146,41,-57.9751263564797
"MARCELREECE","Marcel Reece","RB","OAK",214,59.9063846885295,57.9,55.3,67.4,NA,NA,53.5,NA,55.7,54.12,57.3066666666667,59.9063846885295,185.7,5.16681720210808,9.7,3.06162240974627,66,-58.1223694434512
"ADRIENROBINSON","Adrien Robinson","TE","NYG",215,46.0001605948565,55.1,59.8,NA,NA,NA,52,44.4,NA,11.89,44.638,46.0001605948565,186,19.1443652284425,8,4.60628442899511,42,-59.7749785094208
"STEVIEJOHNSON","Stevie Johnson","WR","SF",216,63.85,NA,NA,NA,NA,NA,65.8,NA,NA,61.7,63.85,63.85,NA,2.89913780286484,NA,1.93089486516526,85,-60.1114678956361
"JEROMESIMPSON","Jerome Simpson","WR","MIN",217,63.6002895245266,75.1,64.8,75.2,NA,NA,65.8,34.7,74.2,47,62.0228571428571,63.6002895245266,NA,15.7381701604729,NA,5.09297768791969,86,-60.3611783711096
"DALLASCLARK","Dallas Clark","TE",NA,218,45.4,NA,NA,NA,NA,NA,NA,NA,45.4,NA,45.4,45.4,NA,NA,NA,NA,43,-60.3751391042773
"EARLBENNETT","Earl Bennett","WR","CLE",219,63.55,50.9,NA,NA,NA,NA,NA,NA,76.2,NA,63.55,63.55,NA,17.8898015640196,NA,5.6228958712026,87,-60.4114678956361
"LUKEWILLSON","Luke Willson","TE","SEA",220,45.025,NA,55.7,NA,NA,NA,58.5,38.9,NA,26.6,44.8916666666667,45.025,NA,14.9720573068633,NA,4.90429428661534,44,-60.7501391042773
"KENBRELLTHOMPKINS","Kenbrell Thompkins","WR","NE",221,63.1,60.2,74.2,71.8,NA,NA,54.1,NA,72.1,21.8,59.02,63.1,159,19.8784975958111,29.2,6.89874468687369,88,-60.8614678956361
"LANCEKENDRICKS","Lance Kendricks","TE","STL",222,44.7501353121969,43.2,47.9,NA,NA,NA,59.6,40.6,49.1,36.8,46.1866666666667,44.7501353121969,NA,7.99474827621233,NA,3.18587591828736,45,-61.0250037920804
"ROBHOUSLER","Rob Housler","TE","ARI",223,44.2500057911463,55.2,27.6,NA,NA,NA,NA,NA,66.8,28.8,44.6,44.2500057911463,NA,19.5263923959343,NA,6.025966415254,46,-61.525133313131
"JOHNCARLSON","John Carlson","TE","ARI",224,44.1004541612325,NA,58,42,NA,NA,25.8,42.6,43.6,49.2,43.1666666666667,44.1004541612325,NA,10.5744345790528,NA,3.82121832720908,47,-61.6746849430448
"BRANDONGIBSON","Brandon Gibson","WR","MIA",225,61.9002337773353,65.4,54.1,NA,NA,NA,44.5,47,76.4,80.5,61.43,61.9002337773353,191,15.1791194298835,6,3.9102495893324,89,-62.0612341183009
"MARLONBROWN","Marlon Brown","WR","BAL",226,61.5246506954636,73.4,38.1,60.3,NA,NA,73.7,12.1,74.6,51.1,54.7342857142857,61.5246506954636,191.6,23.2426229976206,22.3,6.5963072002291,90,-62.4368172001726
"JORDANTODMAN","Jordan Todman","RB","JAC",227,55.525,69.8,34.2,73.4,NA,NA,52.1,15.8,57.2,56.9,50.9657142857143,55.525,183.8,20.2077425048633,25.8,6.58612896339869,67,-62.5037541319807
"BRANDONMYERS","Brandon Myers","TE","TB",228,42.9502699716999,NA,39.9,NA,NA,NA,39.5,46.4,63.2,38,45.39,42.9502699716999,182.5,10.460162522638,15.5,4.31591215295989,48,-62.8248691325774
"DENARIUSMOORE","Denarius Moore","WR","OAK",229,60.8252048838525,84.1,50.7,85.1,NA,NA,74.4,34.7,79.3,31.3,62.32,60.8252048838525,178.6,23.4024927447199,18,6.16935051157811,91,-63.1362630117837
"GAVINESCOBAR","Gavin Escobar","TE","DAL",230,42.4501226917552,46.8,NA,NA,NA,NA,27.5,56.9,43.6,34.9,41.92,42.4501226917552,175,11.2722224960298,14.1,4.2704930942994,49,-63.3250164125221
"AUSTINPETTIS","Austin Pettis","WR","STL",231,60.5500010268899,55.8,64.1,NA,NA,NA,65.3,7.9,70.8,NA,43.9833333333333,60.5500010268899,NA,25.656129871826,NA,7.53563918814218,92,-63.4114668687463
"TREMASON","Tre Mason","RB","STL",232,54.478863961531,101.5,80.7,77,NA,NA,33,37.4,67.4,20.77,59.3042857142857,54.478863961531,145.793202694427,29.6438371496063,24.1847,7.58033905480211,68,-63.5498901704497
